passage,condition,knowledge_cue,tokenized_passage,start,end,first_mention,recent_mention,setup_indices,exit_indices,manipulation_indices,return_indices,query_indices
"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",True Belief,Explicit,"['David', 'Ġand', 'ĠMart', 'a', 'Ġgo', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġwine', 'Ġfor', 'Ġthe', 'Ġparty', '.', 'ĠWhen', 'Ġthey', 'Ġget', 'Ġhome', ',', 'ĠDavid', 'Ġgrabs', 'Ġa', 'Ġdrink', 'Ġfrom', 'Ġthe', 'Ġfridge', 'Ġand', 'Ġstores', 'Ġthe', 'Ġwine', 'Ġin', 'Ġthe', 'Ġgarage', '.', 'ĠHowever', ',', 'ĠMart', 'a', 'Ġdecides', 'Ġthe', 'Ġwine', 'Ġwould', 'Ġbe', 'Ġbest', 'Ġcooled', '.', 'ĠDavid', 'Ġwatches', 'ĠMart', 'a', 'Ġmove', 'Ġthe', 'Ġwine', 'Ġout', 'Ġof', 'Ġthe', 'Ġgarage', 'Ġand', 'Ġinto', 'Ġthe', 'Ġfridge', '.', 'ĠThen', ',', 'ĠDavid', 'Ġgoes', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġsnacks', '.', 'ĠWhen', 'Ġhe', 'Ġreturns', 'Ġhome', ',', 'Ġhe', 'Ġwants', 'Ġto', 'Ġput', 'Ġout', 'Ġthe', 'Ġwine', '.', 'ĠDavid', 'Ġthinks', 'Ġthe', 'Ġwine', 'Ġis', 'Ġin', 'Ġthe']",garage,fridge,End,End,"(0, 33)","(62, 71)","(34, 61)","(72, 84)","(85, 91)"
"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",True Belief,Implicit,"['David', 'Ġand', 'ĠMart', 'a', 'Ġgo', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġwine', 'Ġfor', 'Ġthe', 'Ġparty', '.', 'ĠWhen', 'Ġthey', 'Ġget', 'Ġhome', ',', 'ĠDavid', 'Ġgrabs', 'Ġa', 'Ġdrink', 'Ġfrom', 'Ġthe', 'Ġfridge', 'Ġand', 'Ġstores', 'Ġthe', 'Ġwine', 'Ġin', 'Ġthe', 'Ġgarage', '.', 'ĠHowever', ',', 'ĠMart', 'a', 'Ġdecides', 'Ġthe', 'Ġwine', 'Ġwould', 'Ġbe', 'Ġbest', 'Ġcooled', '.', 'ĠDavid', 'Ġwatches', 'ĠMart', 'a', 'Ġmove', 'Ġthe', 'Ġwine', 'Ġout', 'Ġof', 'Ġthe', 'Ġgarage', 'Ġand', 'Ġinto', 'Ġthe', 'Ġfridge', '.', 'ĠThen', ',', 'ĠDavid', 'Ġgoes', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġsnacks', '.', 'ĠWhen', 'Ġhe', 'Ġreturns', 'Ġhome', ',', 'Ġhe', 'Ġwants', 'Ġto', 'Ġput', 'Ġout', 'Ġthe', 'Ġwine', '.', 'ĠDavid', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġwine', 'Ġfrom', 'Ġthe']",garage,fridge,End,End,"(0, 33)","(62, 71)","(34, 61)","(72, 84)","(85, 92)"
"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",False Belief,Explicit,"['David', 'Ġand', 'ĠMart', 'a', 'Ġgo', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġwine', 'Ġfor', 'Ġthe', 'Ġparty', '.', 'ĠWhen', 'Ġthey', 'Ġget', 'Ġhome', ',', 'ĠDavid', 'Ġgrabs', 'Ġa', 'Ġdrink', 'Ġfrom', 'Ġthe', 'Ġfridge', 'Ġand', 'Ġstores', 'Ġthe', 'Ġwine', 'Ġin', 'Ġthe', 'Ġgarage', '.', 'ĠThen', ',', 'ĠDavid', 'Ġgoes', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġsnacks', '.', 'ĠWhile', 'ĠDavid', 'Ġis', 'Ġgone', ',', 'ĠMart', 'a', 'Ġdecides', 'Ġthe', 'Ġwine', 'Ġwould', 'Ġbe', 'Ġbest', 'Ġcooled', ',', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġwine', 'Ġinto', 'Ġthe', 'Ġfridge', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠDavid', 'Ġreturns', 'Ġhome', 'Ġand', 'Ġwants', 'Ġto', 'Ġput', 'Ġout', 'Ġthe', 'Ġwine', '.', 'ĠDavid', 'Ġthinks', 'Ġthe', 'Ġwine', 'Ġis', 'Ġin', 'Ġthe']",garage,fridge,End,Start,"(0, 33)","(34, 43)","(44, 70)","(71, 81)","(82, 88)"
"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",False Belief,Implicit,"['David', 'Ġand', 'ĠMart', 'a', 'Ġgo', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġwine', 'Ġfor', 'Ġthe', 'Ġparty', '.', 'ĠWhen', 'Ġthey', 'Ġget', 'Ġhome', ',', 'ĠDavid', 'Ġgrabs', 'Ġa', 'Ġdrink', 'Ġfrom', 'Ġthe', 'Ġfridge', 'Ġand', 'Ġstores', 'Ġthe', 'Ġwine', 'Ġin', 'Ġthe', 'Ġgarage', '.', 'ĠThen', ',', 'ĠDavid', 'Ġgoes', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġsnacks', '.', 'ĠWhile', 'ĠDavid', 'Ġis', 'Ġgone', ',', 'ĠMart', 'a', 'Ġdecides', 'Ġthe', 'Ġwine', 'Ġwould', 'Ġbe', 'Ġbest', 'Ġcooled', ',', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġwine', 'Ġinto', 'Ġthe', 'Ġfridge', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠDavid', 'Ġreturns', 'Ġhome', 'Ġand', 'Ġwants', 'Ġto', 'Ġput', 'Ġout', 'Ġthe', 'Ġwine', '.', 'ĠDavid', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġwine', 'Ġfrom', 'Ġthe']",garage,fridge,End,Start,"(0, 33)","(34, 43)","(44, 70)","(71, 81)","(82, 89)"
"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",True Belief,Explicit,"['David', 'Ġand', 'ĠMart', 'a', 'Ġgo', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġwine', 'Ġfor', 'Ġthe', 'Ġparty', '.', 'ĠWhen', 'Ġthey', 'Ġget', 'Ġhome', ',', 'ĠDavid', 'Ġgrabs', 'Ġa', 'Ġdrink', 'Ġfrom', 'Ġthe', 'Ġfridge', 'Ġand', 'Ġstores', 'Ġthe', 'Ġwine', 'Ġin', 'Ġthe', 'Ġgarage', '.', 'ĠHowever', ',', 'ĠMart', 'a', 'Ġdecides', 'Ġthe', 'Ġwine', 'Ġwould', 'Ġbe', 'Ġbest', 'Ġcooled', '.', 'ĠDavid', 'Ġwatches', 'ĠMart', 'a', 'Ġmove', 'Ġthe', 'Ġwine', 'Ġinto', 'Ġthe', 'Ġfridge', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠThen', ',', 'ĠDavid', 'Ġgoes', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġsnacks', '.', 'ĠWhen', 'Ġhe', 'Ġreturns', 'Ġhome', ',', 'Ġhe', 'Ġwants', 'Ġto', 'Ġput', 'Ġout', 'Ġthe', 'Ġwine', '.', 'ĠDavid', 'Ġthinks', 'Ġthe', 'Ġwine', 'Ġis', 'Ġin', 'Ġthe']",garage,fridge,End,Start,"(0, 33)","(60, 69)","(34, 59)","(70, 82)","(83, 89)"
"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",True Belief,Implicit,"['David', 'Ġand', 'ĠMart', 'a', 'Ġgo', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġwine', 'Ġfor', 'Ġthe', 'Ġparty', '.', 'ĠWhen', 'Ġthey', 'Ġget', 'Ġhome', ',', 'ĠDavid', 'Ġgrabs', 'Ġa', 'Ġdrink', 'Ġfrom', 'Ġthe', 'Ġfridge', 'Ġand', 'Ġstores', 'Ġthe', 'Ġwine', 'Ġin', 'Ġthe', 'Ġgarage', '.', 'ĠHowever', ',', 'ĠMart', 'a', 'Ġdecides', 'Ġthe', 'Ġwine', 'Ġwould', 'Ġbe', 'Ġbest', 'Ġcooled', '.', 'ĠDavid', 'Ġwatches', 'ĠMart', 'a', 'Ġmove', 'Ġthe', 'Ġwine', 'Ġinto', 'Ġthe', 'Ġfridge', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠThen', ',', 'ĠDavid', 'Ġgoes', 'Ġout', 'Ġto', 'Ġget', 'Ġsome', 'Ġsnacks', '.', 'ĠWhen', 'Ġhe', 'Ġreturns', 'Ġhome', ',', 'Ġhe', 'Ġwants', 'Ġto', 'Ġput', 'Ġout', 'Ġthe', 'Ġwine', '.', 'ĠDavid', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġwine', 'Ġfrom', 'Ġthe']",garage,fridge,End,Start,"(0, 33)","(60, 69)","(34, 59)","(70, 82)","(83, 90)"
"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting. Sarah thinks the painting is in the [MASK].",False Belief,Explicit,"['Sarah', 'Ġis', 'Ġan', 'Ġartist', 'Ġwho', 'Ġhas', 'Ġjust', 'Ġfinished', 'Ġa', 'Ġnew', 'Ġpainting', '.', 'ĠShe', 'Ġwants', 'Ġto', 'Ġdisplay', 'Ġthe', 'Ġnew', 'Ġpainting', ',', 'Ġand', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġhall', ',', 'Ġthen', 'Ġgrabs', 'Ġa', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbedroom', '.', 'ĠShe', 'Ġgoes', 'Ġoutside', 'Ġto', 'Ġread', 'Ġin', 'Ġthe', 'Ġgarden', '.', 'ĠMeanwhile', ',', 'ĠJames', 'Ġsees', 'Ġthe', 'Ġpainting', 'Ġand', 'Ġdecides', 'Ġit', 'Ġwould', 'Ġlook', 'Ġbetter', 'Ġelsewhere', '.', 'ĠJames', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġfrom', 'Ġthe', 'Ġhall', 'Ġto', 'Ġthe', 'Ġbedroom', '.', 'ĠWhen', 'ĠSarah', 'Ġgets', 'Ġback', 'Ġfrom', 'Ġreading', ',', 'Ġshe', 'Ġgoes', 'Ġto', 'Ġhave', 'Ġa', 'Ġlook', 'Ġat', 'Ġher', 'Ġpainting', '.', 'ĠSarah', 'Ġthinks', 'Ġthe', 'Ġpainting', 'Ġis', 'Ġin', 'Ġthe']",hall,bedroom,Start,End,"(0, 37)","(38, 46)","(47, 71)","(72, 87)","(88, 95)"
"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting. Sarah goes to see the painting in the [MASK].",False Belief,Implicit,"['Sarah', 'Ġis', 'Ġan', 'Ġartist', 'Ġwho', 'Ġhas', 'Ġjust', 'Ġfinished', 'Ġa', 'Ġnew', 'Ġpainting', '.', 'ĠShe', 'Ġwants', 'Ġto', 'Ġdisplay', 'Ġthe', 'Ġnew', 'Ġpainting', ',', 'Ġand', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġhall', ',', 'Ġthen', 'Ġgrabs', 'Ġa', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbedroom', '.', 'ĠShe', 'Ġgoes', 'Ġoutside', 'Ġto', 'Ġread', 'Ġin', 'Ġthe', 'Ġgarden', '.', 'ĠMeanwhile', ',', 'ĠJames', 'Ġsees', 'Ġthe', 'Ġpainting', 'Ġand', 'Ġdecides', 'Ġit', 'Ġwould', 'Ġlook', 'Ġbetter', 'Ġelsewhere', '.', 'ĠJames', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġfrom', 'Ġthe', 'Ġhall', 'Ġto', 'Ġthe', 'Ġbedroom', '.', 'ĠWhen', 'ĠSarah', 'Ġgets', 'Ġback', 'Ġfrom', 'Ġreading', ',', 'Ġshe', 'Ġgoes', 'Ġto', 'Ġhave', 'Ġa', 'Ġlook', 'Ġat', 'Ġher', 'Ġpainting', '.', 'ĠSarah', 'Ġgoes', 'Ġto', 'Ġsee', 'Ġthe', 'Ġpainting', 'Ġin', 'Ġthe']",hall,bedroom,Start,End,"(0, 37)","(38, 46)","(47, 71)","(72, 88)","(89, 96)"
"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom. Sarah thinks the painting is in the [MASK].",True Belief,Explicit,"['Sarah', 'Ġis', 'Ġan', 'Ġartist', 'Ġwho', 'Ġhas', 'Ġjust', 'Ġfinished', 'Ġa', 'Ġnew', 'Ġpainting', '.', 'ĠShe', 'Ġwants', 'Ġto', 'Ġdisplay', 'Ġthe', 'Ġnew', 'Ġpainting', ',', 'Ġand', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġhall', ',', 'Ġthen', 'Ġgrabs', 'Ġa', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbedroom', '.', 'ĠShe', 'Ġgoes', 'Ġoutside', 'Ġto', 'Ġread', 'Ġin', 'Ġthe', 'Ġgarden', '.', 'ĠWhen', 'Ġshe', 'Ġgets', 'Ġback', 'Ġfrom', 'Ġreading', ',', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġlook', 'Ġat', 'Ġher', 'Ġpainting', '.', 'ĠMeanwhile', ',', 'ĠJames', 'Ġsees', 'Ġthe', 'Ġpainting', 'Ġand', 'Ġdecides', 'Ġit', 'Ġwould', 'Ġlook', 'Ġbetter', 'Ġelsewhere', '.', 'ĠSarah', 'Ġwatches', 'ĠJames', 'Ġmove', 'Ġthe', 'Ġpainting', 'Ġfrom', 'Ġthe', 'Ġhall', 'Ġto', 'Ġthe', 'Ġbedroom', '.', 'ĠSarah', 'Ġthinks', 'Ġthe', 'Ġpainting', 'Ġis', 'Ġin', 'Ġthe']",hall,bedroom,Start,End,"(0, 37)","(38, 46)","(65, 91)","(47, 64)","(92, 98)"
"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom. Sarah goes to see the painting in the [MASK].",True Belief,Implicit,"['Sarah', 'Ġis', 'Ġan', 'Ġartist', 'Ġwho', 'Ġhas', 'Ġjust', 'Ġfinished', 'Ġa', 'Ġnew', 'Ġpainting', '.', 'ĠShe', 'Ġwants', 'Ġto', 'Ġdisplay', 'Ġthe', 'Ġnew', 'Ġpainting', ',', 'Ġand', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġhall', ',', 'Ġthen', 'Ġgrabs', 'Ġa', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbedroom', '.', 'ĠShe', 'Ġgoes', 'Ġoutside', 'Ġto', 'Ġread', 'Ġin', 'Ġthe', 'Ġgarden', '.', 'ĠWhen', 'Ġshe', 'Ġgets', 'Ġback', 'Ġfrom', 'Ġreading', ',', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġlook', 'Ġat', 'Ġher', 'Ġpainting', '.', 'ĠMeanwhile', ',', 'ĠJames', 'Ġsees', 'Ġthe', 'Ġpainting', 'Ġand', 'Ġdecides', 'Ġit', 'Ġwould', 'Ġlook', 'Ġbetter', 'Ġelsewhere', '.', 'ĠSarah', 'Ġwatches', 'ĠJames', 'Ġmove', 'Ġthe', 'Ġpainting', 'Ġfrom', 'Ġthe', 'Ġhall', 'Ġto', 'Ġthe', 'Ġbedroom', '.', 'ĠSarah', 'Ġgoes', 'Ġto', 'Ġsee', 'Ġthe', 'Ġpainting', 'Ġin', 'Ġthe']",hall,bedroom,Start,End,"(0, 37)","(38, 46)","(65, 91)","(47, 64)","(92, 99)"
"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting. Sarah thinks the painting is in the [MASK].",False Belief,Explicit,"['Sarah', 'Ġis', 'Ġan', 'Ġartist', 'Ġwho', 'Ġhas', 'Ġjust', 'Ġfinished', 'Ġa', 'Ġnew', 'Ġpainting', '.', 'ĠShe', 'Ġwants', 'Ġto', 'Ġdisplay', 'Ġthe', 'Ġnew', 'Ġpainting', ',', 'Ġand', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġhall', ',', 'Ġthen', 'Ġgrabs', 'Ġa', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbedroom', '.', 'ĠShe', 'Ġgoes', 'Ġoutside', 'Ġto', 'Ġread', 'Ġin', 'Ġthe', 'Ġgarden', '.', 'ĠMeanwhile', ',', 'ĠJames', 'Ġsees', 'Ġthe', 'Ġpainting', 'Ġand', 'Ġdecides', 'Ġit', 'Ġwould', 'Ġlook', 'Ġbetter', 'Ġelsewhere', '.', 'ĠJames', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġbedroom', 'Ġfrom', 'Ġthe', 'Ġhall', '.', 'ĠWhen', 'ĠSarah', 'Ġgets', 'Ġback', 'Ġfrom', 'Ġreading', ',', 'Ġshe', 'Ġgoes', 'Ġto', 'Ġhave', 'Ġa', 'Ġlook', 'Ġat', 'Ġher', 'Ġpainting', '.', 'ĠSarah', 'Ġthinks', 'Ġthe', 'Ġpainting', 'Ġis', 'Ġin', 'Ġthe']",hall,bedroom,Start,Start,"(0, 37)","(38, 46)","(47, 71)","(72, 88)","(89, 95)"
"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting. Sarah goes to see the painting in the [MASK].",False Belief,Implicit,"['Sarah', 'Ġis', 'Ġan', 'Ġartist', 'Ġwho', 'Ġhas', 'Ġjust', 'Ġfinished', 'Ġa', 'Ġnew', 'Ġpainting', '.', 'ĠShe', 'Ġwants', 'Ġto', 'Ġdisplay', 'Ġthe', 'Ġnew', 'Ġpainting', ',', 'Ġand', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġhall', ',', 'Ġthen', 'Ġgrabs', 'Ġa', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbedroom', '.', 'ĠShe', 'Ġgoes', 'Ġoutside', 'Ġto', 'Ġread', 'Ġin', 'Ġthe', 'Ġgarden', '.', 'ĠMeanwhile', ',', 'ĠJames', 'Ġsees', 'Ġthe', 'Ġpainting', 'Ġand', 'Ġdecides', 'Ġit', 'Ġwould', 'Ġlook', 'Ġbetter', 'Ġelsewhere', '.', 'ĠJames', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġbedroom', 'Ġfrom', 'Ġthe', 'Ġhall', '.', 'ĠWhen', 'ĠSarah', 'Ġgets', 'Ġback', 'Ġfrom', 'Ġreading', ',', 'Ġshe', 'Ġgoes', 'Ġto', 'Ġhave', 'Ġa', 'Ġlook', 'Ġat', 'Ġher', 'Ġpainting', '.', 'ĠSarah', 'Ġgoes', 'Ġto', 'Ġsee', 'Ġthe', 'Ġpainting', 'Ġin', 'Ġthe']",hall,bedroom,Start,Start,"(0, 37)","(38, 46)","(47, 71)","(72, 88)","(89, 96)"
"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall. Sarah thinks the painting is in the [MASK].",True Belief,Explicit,"['Sarah', 'Ġis', 'Ġan', 'Ġartist', 'Ġwho', 'Ġhas', 'Ġjust', 'Ġfinished', 'Ġa', 'Ġnew', 'Ġpainting', '.', 'ĠShe', 'Ġwants', 'Ġto', 'Ġdisplay', 'Ġthe', 'Ġnew', 'Ġpainting', ',', 'Ġand', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġhall', ',', 'Ġthen', 'Ġgrabs', 'Ġa', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbedroom', '.', 'ĠShe', 'Ġgoes', 'Ġoutside', 'Ġto', 'Ġread', 'Ġin', 'Ġthe', 'Ġgarden', '.', 'ĠWhen', 'Ġshe', 'Ġgets', 'Ġback', 'Ġfrom', 'Ġreading', ',', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġlook', 'Ġat', 'Ġher', 'Ġpainting', '.', 'ĠMeanwhile', ',', 'ĠJames', 'Ġsees', 'Ġthe', 'Ġpainting', 'Ġand', 'Ġdecides', 'Ġit', 'Ġwould', 'Ġlook', 'Ġbetter', 'Ġelsewhere', '.', 'ĠSarah', 'Ġwatches', 'ĠJames', 'Ġmove', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġbedroom', 'Ġfrom', 'Ġthe', 'Ġhall', '.', 'ĠSarah', 'Ġthinks', 'Ġthe', 'Ġpainting', 'Ġis', 'Ġin', 'Ġthe']",hall,bedroom,Start,Start,"(0, 37)","(38, 46)","(65, 91)","(47, 64)","(92, 98)"
"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall. Sarah goes to see the painting in the [MASK].",True Belief,Implicit,"['Sarah', 'Ġis', 'Ġan', 'Ġartist', 'Ġwho', 'Ġhas', 'Ġjust', 'Ġfinished', 'Ġa', 'Ġnew', 'Ġpainting', '.', 'ĠShe', 'Ġwants', 'Ġto', 'Ġdisplay', 'Ġthe', 'Ġnew', 'Ġpainting', ',', 'Ġand', 'Ġso', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġhall', ',', 'Ġthen', 'Ġgrabs', 'Ġa', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbedroom', '.', 'ĠShe', 'Ġgoes', 'Ġoutside', 'Ġto', 'Ġread', 'Ġin', 'Ġthe', 'Ġgarden', '.', 'ĠWhen', 'Ġshe', 'Ġgets', 'Ġback', 'Ġfrom', 'Ġreading', ',', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġlook', 'Ġat', 'Ġher', 'Ġpainting', '.', 'ĠMeanwhile', ',', 'ĠJames', 'Ġsees', 'Ġthe', 'Ġpainting', 'Ġand', 'Ġdecides', 'Ġit', 'Ġwould', 'Ġlook', 'Ġbetter', 'Ġelsewhere', '.', 'ĠSarah', 'Ġwatches', 'ĠJames', 'Ġmove', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġbedroom', 'Ġfrom', 'Ġthe', 'Ġhall', '.', 'ĠSarah', 'Ġgoes', 'Ġto', 'Ġsee', 'Ġthe', 'Ġpainting', 'Ġin', 'Ġthe']",hall,bedroom,Start,Start,"(0, 37)","(38, 46)","(65, 91)","(47, 64)","(92, 99)"
"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves the painting to the hall. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting. Sarah thinks the painting is in the [MASK].",False Belief,Explicit,"['Sarah', 'Ġis', 'Ġan', 'Ġartist', 'Ġwho', 'Ġhas', 'Ġjust', 'Ġfinished', 'Ġa', 'Ġnew', 'Ġpainting', '.', 'ĠShe', 'Ġwants', 'Ġto', 'Ġdisplay', 'Ġthe', 'Ġnew', 'Ġpainting', ',', 'Ġand', 'Ġso', 'Ġafter', 'Ġshe', 'Ġgrabs', 'Ġa', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbedroom', ',', 'Ġshe', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġto', 'Ġthe', 'Ġhall', '.', 'ĠShe', 'Ġgoes', 'Ġoutside', 'Ġto', 'Ġread', 'Ġin', 'Ġthe', 'Ġgarden', '.', 'ĠMeanwhile', ',', 'ĠJames', 'Ġsees', 'Ġthe', 'Ġpainting', 'Ġand', 'Ġdecides', 'Ġit', 'Ġwould', 'Ġlook', 'Ġbetter', 'Ġelsewhere', '.', 'ĠJames', 'Ġmoves', 'Ġthe', 'Ġpainting', 'Ġfrom', 'Ġthe', 'Ġhall', 'Ġto', 'Ġthe', 'Ġbedroom', '.', 'ĠWhen', 'ĠSarah', 'Ġgets', 'Ġback', 'Ġfrom', 'Ġreading', ',', 'Ġshe', 'Ġgoes', 'Ġto', 'Ġhave', 'Ġa', 'Ġlook', 'Ġat', 'Ġher', 'Ġpainting', '.', 'ĠSarah', 'Ġthinks', 'Ġthe', 'Ġpainting', 'Ġis', 'Ġin', 'Ġthe']",hall,bedroom,End,End,"(0, 38)","(39, 47)","(48, 72)","(73, 89)","(90, 96)"
