layer,start_prob,end_prob,log_odds,passage,start,end,knowledge_cue,first_mention,recent_mention,condition,model_path,model_shorthand,n_layers,revision,stage,ingredient,step,tokens_seen
10,1.617344629506974e-05,0.00039286956007560065,-4.602351359442639,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,5.021368882031129e-06,0.00015193221191464522,-4.919203252294433,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,4.9091344338118286e-06,0.0001326435634687643,-4.755942185622178,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,6.13946792825396e-06,0.0002593918572756538,-5.400875750496504,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,1.860352531806264e-05,0.001486961265795738,-6.320647222478046,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,2.2632058246591736e-05,0.00023749101112963345,-3.391433209537862,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,2.874040096141088e-05,0.0006179305984574085,-4.4262927197543815,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,2.0039613503696744e-05,0.0009120941820166511,-5.508256214250414,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,8.631873976693442e-05,0.0024747639058600346,-4.841473285479874,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,0.00015528514912232914,0.008596270683564876,-5.790719144166284,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,0.00014660029580674397,0.008813685420978996,-5.909785485081021,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,8.801412859783329e-06,0.002575008050642539,-8.192626094393855,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,6.278600315825818e-05,0.015522001247632256,-7.949655884560914,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,1.8890344019007234e-05,0.008431350477811126,-8.80197094535984,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,6.004589814765801e-06,0.003103889496974634,-9.013795785052128,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,0.00016807806720794654,0.029747104783588517,-7.467473973746987,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,0.00022990643531971158,0.019043816176370364,-6.3721319488403365,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,0.00020658464245027337,0.003712724789615712,-4.167673464554131,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,9.827393419215657e-05,0.32911339546556545,-11.709488314997774,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,0.9512309475436832,0.023005822516494533,5.369724710302832,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,0.9193922249743908,0.06740231976276115,3.7698103156452207,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,0.8652204233060337,0.12006867935994868,2.8492078557414566,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,0.08016560994183514,0.9149165171954045,-3.512584732605153,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,0.029969151263055945,0.39699888498232105,-3.727584823486829,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,0.00011585685074096534,0.9972186088786557,-13.071350734715674,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.0001307215608347827,0.9996539354309125,-12.900715912811412,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.00032182796807244426,0.9995754361043668,-11.600810026073104,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.0011814491191137996,0.9985544086666382,-9.723139729521087,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,6.252655303660242e-05,0.9996796846408462,-13.964709296470538,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.001668376861893344,0.9928554895185697,-9.216994728744853,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.09570820165213381,0.8366927430232592,-3.1279834561249964,"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",sink,basket,Implicit,End,Start,True Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,1.105976164666112e-05,7.610050006895668e-07,3.8612705496381587,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,3.6550576598799395e-06,1.9910693851701533e-06,0.8763506681529071,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,3.4980799767854623e-06,2.686256254786796e-06,0.3809663371628455,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,1.0257502751276152e-05,4.591818039708903e-07,4.481470257595999,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,3.892332518996609e-06,8.41144390675206e-07,2.210209584131057,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,2.5703620959015728e-06,2.14506746506745e-06,0.260948588223536,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,6.260877314435839e-07,3.0688836296450365e-06,-2.293277204497794,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,1.1576108835777098e-06,4.386081703973482e-06,-1.921782295883265,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,1.274675710891774e-06,6.634885574657415e-06,-2.3799413260593734,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,1.2389871629041218e-06,7.180312089457049e-06,-2.534885311735902,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
10,9.97879181239956e-07,8.773765619156088e-06,-3.1362591107996955,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,9.105822609536622e-07,7.674320474238175e-06,-3.0751777525192603,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,1.149874739212723e-06,7.020036545037982e-06,-2.6100018301879495,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,1.4668769305811142e-06,5.819281910966902e-06,-1.9880933026111365,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,4.155285192132278e-06,6.849809536285458e-06,-0.7211163757617222,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,5.026203056809126e-06,4.170303496884927e-06,0.26931657608391685,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,1.3271700359789413e-07,4.2336155146397983e-07,-1.67353703418306,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,3.0437152142256734e-06,8.853983866073682e-05,-4.862421460285567,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,7.594944241890698e-06,0.0037674999120128733,-8.954352389538512,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,8.72209956056923e-06,0.0011838740473145985,-7.084624426557194,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,1.4710159234620108e-05,0.0011578411981469788,-6.2984807225736406,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,2.2497883728414935e-05,0.0008718682072648989,-5.276248866514072,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,0.0002837092597664426,0.0023539409570699677,-3.0525929908079563,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,0.00034695457305215424,0.000267111284116317,0.37730585842188125,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,0.003640098305257564,0.001994623559944656,0.8678609165757154,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,0.009961022557252517,0.007400716386832621,0.4286289210923606,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,0.001553340319613227,0.0031093527231505183,-1.0012403416258582,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,0.0010797290480503994,0.0034074248187519504,-1.6580125042549756,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",shed,garage,Explicit,Start,End,False Belief,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
