layer,correct_prob,distractor_prob,log_odds,is_correct,item,item_id,condition,knowledge_cue,first_mention,recent_mention,question_id,question,correct_answer,distractor_answer,model_path,model_shorthand,n_layers,revision,stage,ingredient,step,tokens_seen
11,1.231473853528467e-06,2.8017133929258614e-10,12.101788996783082,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,1.5362918788234513e-06,3.1441218824188476e-11,15.576435667975613,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,4.550582411844153e-07,1.9127783801931502e-11,14.538093853044423,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,1.3870658991093064e-07,5.441735789308341e-12,14.637609894139677,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,5.54667894117663e-08,2.647973295991477e-12,14.3544480267307,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,8.907122571955244e-08,8.766583256885305e-13,16.63258525450774,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,2.889055266884496e-07,1.9804790012113498e-12,17.154388872392744,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,1.7080233179263674e-07,1.1721456767993183e-12,17.152816263033255,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,2.577658805570684e-07,1.7173281847753374e-11,13.873607924558806,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,3.866499339807489e-07,5.4262229185631733e-11,12.798792029032631,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,4.900784367313035e-08,6.043381291976434e-11,9.663440986629492,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,4.886373051268301e-08,1.602991387933744e-11,11.573781620716156,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,1.580387319606216e-08,1.4363867158024213e-12,13.425546339780155,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,7.475726264873632e-08,3.5847514665240088e-12,14.348053023841018,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,3.742940927467099e-08,1.1093356129907595e-12,15.042188761335384,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,2.9766403379996913e-08,3.863553503266718e-13,16.23339701152068,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,2.3273841053768458e-07,1.0864783838114105e-12,17.708690331984783,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,5.062849270265741e-07,5.425017832998783e-08,3.222249748300496,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,4.993673024380707e-07,1.7455010759681545e-05,-5.127396076374477,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,1.5212039085400866e-06,6.173887851064807e-05,-5.342893820554256,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,1.3053338454318335e-05,4.486687261615763e-05,-1.7812317962314215,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,1.3321510671126237e-05,4.493254531100493e-05,-1.7540030944880258,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,9.858938677897014e-06,4.2716546065614834e-05,-2.1152907467825215,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,0.0002316548183945558,0.0006965944455035941,-1.5883422786458734,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.024798316214194396,0.000988248366288823,4.649224690802284,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.38986795966293475,0.0017303390337135847,7.815787045256537,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.28210992906554383,0.004014772422648296,6.134795422400021,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.19115043231484313,0.519086480672162,-1.441266450960174,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.03572148758268615,0.6959731883267392,-4.284167662460094,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.1682121406680404,0.301699792357417,-0.8428318680662523,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,3,The person who put the keys in the hall was,Ed,Seana,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,5.609624976024978e-18,2.4439820344226597e-12,-18.732897924737465,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,1.149272492606374e-16,3.956691901422716e-11,-18.393214303087728,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,5.361567821991361e-15,2.529268340136849e-09,-18.847633742503476,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,2.4677905463627937e-13,2.153961991508492e-08,-16.41341331597059,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,3.5481477356690473e-12,3.930490301119782e-07,-16.75728368327293,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,2.314387969815619e-12,7.672194411323303e-07,-18.338649023483182,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,6.166459151678724e-12,1.2654938506046587e-07,-14.324898655590058,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,7.878898144357734e-13,5.521080557922848e-07,-19.418525336528344,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,2.4601301533435845e-13,1.5867203629687576e-07,-19.298881821837313,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,1.2562365924953356e-12,5.021014205897112e-08,-15.28658298751747,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
10,6.467930466735496e-12,1.5458955629234033e-07,-14.544779162648762,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,1.4872651414847861e-10,1.3546987956548434e-06,-13.153022631222948,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,1.8927542403592303e-11,1.393303080364804e-06,-16.1676624906385,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,1.8815473716782875e-11,2.6484699881797057e-07,-13.780951927441166,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,5.744259374958778e-12,8.281869510320346e-08,-13.815547957488729,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,3.039517302090538e-12,4.401673618130154e-08,-13.821922322460308,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,8.317649093700633e-13,6.368147218948622e-08,-16.224338341334434,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,1.6906091033950912e-12,1.3070415857515718e-07,-16.23840239459139,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,9.229884203842554e-13,1.1460828734148616e-07,-16.921967390433124,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,1.2316833093144673e-11,1.496210055439057e-07,-13.568393753725596,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,3.3156963149942134e-11,1.9094633399257212e-07,-12.491567724976138,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,3.591583488724842e-11,3.344346539626327e-08,-9.862888578904487,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,1.1481481501866424e-11,2.9843034428104086e-08,-11.343869709597925,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,7.680428726649817e-13,8.77448021204655e-09,-13.479839198865733,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,2.1089992149501804e-12,4.742208901327377e-08,-14.456713038517348,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,6.78344468712845e-13,2.7068470401050184e-08,-15.284235768298494,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,2.065636020303038e-13,1.744065435517847e-08,-16.36550858046866,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,7.234711474527547e-13,1.5847936984174218e-07,-17.740928135923713,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,3.783993796978375e-08,3.9603694026003907e-07,-3.387653374837199,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,1.1124865235301821e-05,4.823657016514111e-07,4.527516720555356,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,4.3674306142981905e-05,1.56807828010614e-06,4.799715295911106,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,2.7960652535686486e-05,1.079489083272465e-05,1.3730493765521876,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,2.8033530436822623e-05,1.047769481456499e-05,1.4198320972398886,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,2.829897777108183e-05,7.145828076906146e-06,1.9855768309658808,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,0.00043989107887747197,0.00015504158180140436,1.5044911483174686,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.0006434253763518167,0.015161711492026468,-4.558515971279882,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.001763085137973864,0.3247397124629315,-7.525037869624988,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.004839214868723075,0.28441064852613945,-5.8770586726594205,False,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.565322887261861,0.16685452346562946,1.7604843072504295,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.742798382590142,0.02873827960054174,4.691925070433262,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.32206361747964424,0.15875913829848684,1.0205060562609318,True,5,5_tb_1_e_s_im,True Belief,Implicit,End,Start,4,The person who put the keys in the study was,Seana,Ed,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,9.960256278691891e-08,6.260937023099481e-07,-2.6521238210372684,False,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,1.2607465068122233e-07,2.3221916815724576e-07,-0.8812088340744796,False,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,1.4545111093400259e-06,2.620974125414433e-07,2.4723592991882195,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,8.713922322642949e-07,1.7828122088718973e-07,2.289167507072776,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,1.9936097424126404e-06,2.9987709264268065e-06,-0.5889882964792571,False,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,8.391713723503148e-06,9.307028982301772e-06,-0.14935523745409066,False,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,1.9751952228543935e-05,8.915196568090091e-06,1.1476567395420048,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,3.115248695218558e-05,7.776069057569064e-06,2.0022344040956805,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,1.1703872122021564e-05,4.005983384345678e-05,-1.7751705256757382,False,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,3.3691402450611167e-06,5.704615565479261e-06,-0.7597491825903366,False,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
10,5.8498490004246e-07,2.163678743246216e-05,-5.20894311213361,False,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,1.938463327748943e-06,3.1036050426944477e-06,-0.6790315331649895,False,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,2.5877537293103793e-06,2.7010142655168477e-06,-0.0618009336916449,False,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,3.048204762371585e-05,1.0199258526951813e-05,1.579495544830069,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,0.0001623387575969005,3.852937148961625e-06,5.396905015053384,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,7.851454695667739e-05,4.655567480991609e-06,4.075931039277875,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,7.53544130449239e-05,5.810952229240581e-06,3.696845504384865,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,0.0011857485910467635,8.433678060555117e-05,3.8134923933672633,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,0.004488643671542928,0.00014877959906319882,4.915030953184501,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,0.008426422930925994,7.67969093937959e-05,6.7777282653985464,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,0.01292987664691587,6.31953965722683e-05,7.676673326291206,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,0.0864449956391797,0.0003151208444803758,8.099733449148628,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,0.21204844556271785,0.0006021825653370439,8.459977252743712,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,0.26845244960355713,0.0010439559462210254,8.006461926123551,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,0.7609408523982794,0.0012015836368277088,9.30670343633321,True,6,6_fb_1_s_e_ex,False Belief,Explicit,Start,End,1,"At the start of the story, the stapler was in the",drawer,cabinet,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
